brand,model,year,body,price,car_mileage,fuel,power,transmission
37,629,2018.0,10,37625.0,1.0,0,2.0,1
2,23,2008.0,10,8350.0,182.0,0,2.0,2
29,545,2014.0,10,7999.0,122.0,0,2.0,2
11,420,2018.0,10,14000.0,22.0,2,2.0,1
23,528,2007.0,10,6500.0,158.0,2,2.0,1
24,792,2008.0,10,10600.0,200.0,2,4.0,3
25,839,1991.30141207372,10,2000.0,450.0,2,2.0,3
15,655,2017.0,10,24600.0,50.0,2,3.0,1
37,629,1991.30141207372,10,2900.0,1.0,2,2.0,2
37,495,2015.0,10,12300.0,85.0,2,2.0,1
21,703,2010.0,10,27800.0,126.0,0,4.0,1
23,528,2008.0,10,8700.0,145.0,1,2.0,1
21,246,2015.0,10,25700.0,102.0,2,2.0,4
17,690,2015.0,10,13200.0,16.0,1,1.0,1
29,797,2009.0,10,5800.0,95.0,2,1.0,2
37,280,2015.0,10,23500.0,35.0,0,2.0,1
37,495,2014.0,10,12500.0,11.0,2,2.0,4
36,267,2018.0,10,32300.0,19.0,2,2.0,1
21,246,2017.0,10,47999.0,41.0,2,3.0,4
21,298,2014.0,10,23490.0,64.0,2,2.0,1
2,162,2012.0,10,34999.0,108.0,2,3.0,1
17,618,2014.0,10,14700.0,43.0,2,2.0,1
13,191,2015.0,10,12700.0,24.0,2,2.0,1
36,223,2009.0,10,8300.0,219.0,0,2.0,2
37,495,2017.0,10,13200.0,44.0,2,2.0,1
20,85,2007.0,10,6400.0,127.0,2,2.0,2
23,528,2007.0,10,5000.0,205.0,1,2.0,1
2,105,2014.0,10,18800.0,90.0,0,2.0,4
37,629,2014.0,10,14300.0,83.0,2,2.0,1
21,351,2012.0,10,16500.0,149.0,2,2.0,4
37,629,2002.0,10,5450.0,248.0,2,2.0,2
13,191,2011.0,10,14100.0,94.0,2,2.0,1
8,531,2005.0,10,3000.0,121.0,0,2.0,2
1,184,2008.0,10,11500.0,201.0,2,2.0,1
4,330,2018.0,10,11900.0,16.0,2,1.0,1
4,479,2015.0,10,19800.0,146.0,2,2.0,1
1,184,2014.0,10,15900.0,73.0,2,2.0,3
8,531,2007.0,10,3100.0,350.0,1,2.0,2
37,495,2015.0,10,12000.0,80.0,0,2.0,1
21,703,1994.0,10,6200.0,430.0,1,3.0,1
23,528,2008.0,10,8700.0,98.0,2,2.0,3
33,536,2006.0,10,6950.0,120.0,2,2.0,1
21,351,2014.0,10,24800.0,142.0,0,2.0,4
24,734,2015.0,10,11750.0,45.0,2,2.0,1
3,206,2007.0,10,2650.0,130.0,2,2.0,2
23,528,2008.0,10,6999.0,175.0,2,2.0,2
37,495,2014.0,10,9750.0,123.0,2,2.0,1
37,495,2007.0,10,6600.0,188.0,2,2.0,2
28,278,2008.0,10,15000.0,155.0,2,4.8807182072852875,1
36,267,2016.0,10,20500.0,77.0,2,2.0,1
37,495,2013.0,10,9300.0,99.0,1,2.0,1
39,50,2003.0,10,2850.0,1.0,1,2.0,2
26,164,2001.0,10,6000.0,300.0,0,2.0,1
39,51,2007.0,10,3150.0,169.0,1,2.0,2
20,149,2018.0,10,24000.0,10.0,2,2.0,1
8,531,2007.0,10,3900.0,78.0,1,1.0,2
37,629,2015.0,10,13800.0,75.0,2,2.0,4
4,525,2007.0,10,5850.0,136.0,1,2.0,1
1,186,2016.0,10,36500.0,80.0,0,3.0,1
13,191,2009.0,10,8300.0,190.0,2,2.0,1
2,145,2014.0,10,25800.0,73.0,2,3.0,1
37,629,2013.0,10,12900.0,169.0,2,2.0,1
37,629,2016.0,10,15400.0,55.0,2,2.0,1
2,145,2014.0,10,28500.0,110.0,2,3.0,1
37,629,2013.0,10,12500.0,123.0,2,2.0,1
39,58,2011.0,10,3350.0,200.0,1,2.0,2
11,407,2013.0,10,8600.0,117.0,2,2.0,1
36,267,2007.0,10,10900.0,197.0,2,2.0,1
27,120,2006.0,10,6500.0,162.0,2,2.0,2
2,139,2004.0,10,9200.0,114.0,2,2.0,4
2,163,2004.0,10,10300.0,287.0,1,4.0,1
2,110,2017.0,10,35900.0,7.0,2,3.0,1
37,629,2016.0,10,21000.0,124.0,0,2.0,1
37,638,2012.0,10,7900.0,120.0,1,2.0,2
27,150,1991.30141207372,10,2048.0,10.0,2,2.0,2
29,270,2015.0,10,15200.0,30.0,2,1.0,1
1,184,2007.0,10,8200.0,216.0,0,2.0,3
21,246,1995.0,10,4800.0,395.0,1,2.0,1
35,582,2019.0,10,49750.707824963494,0.0,0,2.0,1
33,408,2008.0,10,10400.0,154.0,1,2.0,1
35,582,2017.0,10,49750.707824963494,34.0,0,2.0,3
11,420,2016.0,10,13900.0,107.0,0,2.0,1
19,450,2013.0,10,31500.0,87.0,2,4.0,1
31,773,2007.0,10,7899.0,251.0,0,2.0,2
27,151,2001.0,10,4300.0,300.0,1,3.0,4
37,629,2015.0,10,23990.0,195.0,0,2.0,1
2,109,2013.0,10,18500.0,165.0,2,3.0,2
1,188,2012.0,10,32000.0,160.0,0,3.0,1
4,224,2012.0,10,6500.0,97.0,2,2.0,2
2,99,2016.0,10,24800.0,36.0,2,2.0,4
21,246,1995.0,10,3070.0,293.0,2,2.0,2
37,629,2015.0,10,19100.0,86.0,2,2.0,1
6,251,2013.0,10,7000.0,37.0,2,1.0,1
14,363,2010.0,10,6000.0,300.0,1,2.0,2
21,351,2015.0,10,33000.0,62.0,2,2.0,1
8,733,2007.0,10,2900.0,220.0,1,1.0,2
14,754,2015.0,10,15300.0,88.0,2,2.0,1
37,629,2016.0,10,14999.0,70.0,2,2.0,1
24,200,2007.0,10,5000.0,180.0,1,2.0,2
36,267,2018.0,10,31800.0,10.0,2,2.0,1
36,267,2006.0,10,9888.0,212.0,1,2.0,1
37,629,2013.0,10,13500.0,187.0,1,2.0,1
36,267,2017.0,10,19999.0,50.0,0,2.0,1
2,139,2006.0,10,8999.0,1.0,0,2.0,3
26,51,2013.0,10,4200.0,65.0,1,2.0,2
13,191,2004.0,10,7800.0,289.0,1,2.0,1
5,86,2007.0,10,10600.0,250.0,0,3.0,1
37,629,2012.0,10,11950.0,164.0,2,2.0,1
20,149,2013.0,10,13200.0,83.0,2,2.0,1
4,479,2014.0,10,19999.0,61.0,2,2.0,4
1,184,2007.0,10,10900.0,100.0,2,2.0,1
1,183,2014.0,10,17300.0,72.0,2,2.0,1
25,839,2007.0,10,5900.0,217.0,2,2.0,1
4,330,2016.0,10,10700.0,30.0,2,1.0,1
2,146,2003.0,10,9300.0,354.0,1,4.0,1
20,149,2007.0,10,7099.0,168.0,2,2.0,2
21,351,2000.0,10,6300.0,363.0,0,3.0,4
2,145,2011.0,10,24500.0,155.0,2,3.0,1
11,407,2013.0,10,8900.0,120.0,2,2.0,1
37,633,2005.0,10,9500.0,204.0,0,4.8807182072852875,4
37,629,2015.0,10,11880.0,83.0,2,2.0,1
14,190,2008.0,10,5400.0,106.0,2,1.0,2
19,373,2012.0,10,24000.0,120.0,2,4.0,1
27,118,1993.0,10,2200.0,350.0,0,2.0,2
1,184,2010.0,10,11900.0,179.0,2,2.0,4
1,186,2012.0,10,16900.0,183.0,2,3.0,1
20,149,2014.0,10,13999.0,82.0,2,2.0,1
37,629,2013.0,10,14000.0,152.0,0,2.0,4
13,191,2018.0,10,24999.0,23.0,2,2.0,1
37,495,2014.0,10,8700.0,190.0,2,2.0,1
21,703,2011.0,10,29500.0,105.0,0,3.0,1
37,629,2013.0,10,11499.0,70.0,2,2.0,4
19,450,2013.0,10,23500.0,98.0,2,2.0,1
37,629,2011.0,10,13450.0,182.0,0,2.0,1
37,495,2018.0,10,19300.0,3.0,2,1.0,1
2,162,2011.0,10,29999.0,174.0,0,2.0,3
21,227,2012.0,10,16500.0,69.0,0,2.0,1
2,144,2014.0,10,33000.0,130.0,0,3.0,3
39,50,2004.0,10,2550.0,170.0,1,2.0,2
29,545,2011.0,10,6800.0,110.0,2,2.0,2
36,267,2017.0,10,22900.0,74.0,0,2.0,1
26,663,2017.0,10,49750.707824963494,25.0,2,3.0,1
35,582,2019.0,10,43700.0,1.0,0,2.0,1
3,206,2008.0,10,2500.0,227.0,1,2.0,2
1,184,2013.0,10,16200.0,88.0,2,2.0,4
36,315,2014.0,10,15300.0,81.0,1,2.0,1
27,118,1991.30141207372,10,1750.0,100.0,0,2.0,3
2,145,2015.0,10,27300.0,78.0,2,3.0,1
24,200,2007.0,10,6000.0,260.0,2,2.0,2
11,399,2016.0,10,9600.0,89.0,2,2.0,4
37,638,1998.0,10,3900.0,279.0,0,2.0,2
1,186,2015.0,10,25000.0,180.0,0,2.0,1
17,690,2012.0,10,7900.0,112.0,1,1.0,2
1,183,2015.0,10,18000.0,106.0,2,2.0,1
36,223,2009.0,10,12200.0,42.0,2,2.0,2
21,351,2012.0,10,19900.0,97.0,0,2.0,1
1,185,2010.0,10,15300.0,151.0,1,2.0,1
37,280,2010.0,10,8880.0,190.0,2,2.0,1
13,191,2013.0,10,12800.0,82.0,0,2.0,3
21,703,2014.0,10,49750.707824963494,50.0,2,4.8807182072852875,1
37,638,2014.0,10,8300.0,137.0,1,2.0,2
8,531,2007.0,10,2899.0,45.0,1,2.0,2
39,58,2010.0,10,3850.0,76.0,2,2.0,2
24,535,2016.0,10,15500.0,64.0,0,2.0,1
37,495,2017.0,10,11200.0,33.0,2,1.0,3
37,629,2014.0,10,14290.0,141.0,0,2.0,1
11,420,2014.0,10,12200.0,94.0,2,2.0,1
4,371,2008.0,10,6450.0,148.0,2,2.0,2
1,184,2013.0,10,16500.0,95.0,2,2.0,1
1,183,2016.0,10,16500.0,146.0,2,2.0,1
37,495,1991.30141207372,10,1950.0,250.0,1,2.0,2
37,629,2014.0,10,12800.0,115.0,2,2.0,4
21,703,2002.0,10,7400.0,262.0,2,4.0,4
40,5,2003.0,10,1400.0,186.0,1,1.0,2
2,142,2012.0,10,16777.0,114.0,2,2.0,4
0,808,2016.0,10,17500.0,94.0,2,2.0,1
2,99,2002.0,10,6900.0,180.0,0,2.0,2
0,808,2016.0,10,19000.0,50.0,2,4.0,1
25,213,2001.0,10,4400.0,300.0,0,2.0,3
19,546,2007.0,10,16000.0,215.0,2,4.8807182072852875,1
11,420,2014.0,10,14600.0,99.0,0,2.0,3
2,97,1991.30141207372,10,8400.0,1.0,1,2.0,2
2,160,2000.0,10,7950.0,330.0,0,3.0,4
14,363,2013.0,10,12700.0,73.0,2,2.0,1
15,555,2010.0,10,21800.0,119.0,1,4.0,1
36,267,2005.0,10,8800.0,172.0,2,2.0,1
37,633,2014.0,10,28500.0,104.0,0,3.0,1
13,191,2011.0,10,12000.0,210.0,2,2.0,1
29,404,2014.0,10,9200.0,151.0,0,2.0,2
9,485,1999.0,10,4000.0,199.0,2,3.0,1
26,217,2013.0,10,14999.0,128.0,2,2.0,1
37,638,2015.0,10,11900.0,53.0,2,2.0,1
2,144,2002.0,10,9100.0,300.0,0,3.0,1
13,191,2004.0,10,7200.0,280.0,0,2.0,3
37,495,2015.0,10,12500.0,51.0,2,2.0,1
1,186,2015.0,10,29800.0,100.0,0,2.0,1
40,531,2009.0,10,2699.0,78.0,2,2.0,2
36,223,2007.0,10,7500.0,220.0,0,2.0,2
37,633,2004.0,10,12000.0,202.0,2,3.0,4
39,50,2006.0,10,3300.0,105.0,1,2.0,2
4,371,2007.0,10,6900.0,215.0,0,2.0,1
2,141,2008.0,10,14500.0,68.0,2,2.0,1
19,488,2016.0,10,19500.0,25.0,2,2.0,1
25,484,2009.0,10,10600.0,162.0,0,2.0,2
37,629,2016.0,10,14800.0,80.0,2,2.0,1
37,495,2011.0,10,9800.0,101.0,2,2.0,1
1,186,2012.0,10,21000.0,142.0,2,3.0,1
31,773,2012.0,10,10990.0,207.0,2,2.0,2
23,528,2008.0,10,7300.0,205.0,2,2.0,2
21,703,2012.0,10,29999.0,110.0,2,4.8807182072852875,1
24,792,2012.0,10,11600.0,97.0,2,2.0,1
1,184,2008.0,10,8000.0,132.0,2,2.0,3
29,572,2007.0,10,5350.0,232.0,0,2.0,2
11,420,2015.0,10,13300.0,169.0,2,2.0,1
2,142,2012.0,10,16500.0,137.0,2,2.0,1
31,679,2018.0,10,14555.0,1.0,2,2.0,2
36,315,2014.0,10,12999.0,98.0,1,2.0,2
24,200,2008.0,10,6200.0,177.0,1,2.0,2
39,50,1998.0,10,2500.0,273.0,2,2.0,2
19,450,2009.0,10,14999.0,203.0,2,4.0,1
19,373,2009.0,10,15900.0,55.0,2,4.0,1
21,703,2004.0,10,10500.0,240.0,1,4.8807182072852875,1
20,149,2014.0,10,14300.0,69.0,2,2.0,1
36,221,2015.0,10,21000.0,140.0,0,2.0,3
31,773,2016.0,10,22500.0,158.0,0,2.0,1
39,50,2007.0,10,3550.0,194.0,1,2.0,2
11,741,1991.30141207372,10,1550.0,150.0,1,2.0,2
1,2,1991.30141207372,10,4500.0,365.0,2,3.0,2
21,703,2007.0,10,49750.707824963494,85.0,2,4.8807182072852875,1
13,293,2016.0,10,14550.0,53.0,2,2.0,1
19,450,2005.0,10,7500.0,189.0,2,3.0,1
37,638,2016.0,10,9700.0,125.0,2,2.0,2
1,183,2015.0,10,18500.0,60.0,0,2.0,3
21,351,2016.0,10,35000.0,185.0,0,2.0,1
19,450,2006.0,10,10500.0,226.0,2,3.0,1
11,420,2016.0,10,17999.0,63.0,0,2.0,1
1,186,2010.0,10,14999.0,260.0,0,3.0,1
37,629,1991.30141207372,10,2650.0,374.0,2,2.0,2
19,450,2008.0,10,11900.0,151.0,2,4.0,1
21,351,2008.0,10,11500.0,200.0,2,3.0,4
2,99,2014.0,10,15800.0,106.0,2,2.0,1
14,754,2014.0,10,12500.0,136.0,0,2.0,1
2,139,1992.0,10,4400.0,338.0,1,2.0,2
23,528,2008.0,10,7900.0,130.0,1,2.0,1
36,315,2007.0,10,7050.0,144.0,2,2.0,1
31,613,2017.0,10,23000.0,44.0,2,2.0,1
36,267,2018.0,10,22100.0,24.0,2,2.0,1
21,703,2013.0,10,49750.707824963494,53.0,2,4.8807182072852875,1
2,139,1996.0,10,4800.0,370.0,2,2.0,2
31,393,2007.0,10,5200.0,167.0,2,1.0,2
36,315,2015.0,10,11800.0,94.0,2,2.0,2
7,545,2013.0,10,7750.0,124.0,0,2.0,2
27,87,2010.0,10,8999.0,190.0,0,2.0,4
37,629,2013.0,10,17500.0,131.0,0,2.0,1
37,495,2014.0,10,10330.0,35.0,2,2.0,1
4,330,2011.0,10,9100.0,131.0,1,2.0,1
35,582,2016.0,10,49500.0,32.0,0,2.0,3
37,629,2012.0,10,12600.0,126.0,2,2.0,2
4,224,2008.0,10,5150.0,130.0,2,1.0,2
19,373,2013.0,10,22000.0,120.0,0,2.0,3
21,38,1996.0,10,3000.0,360.0,1,2.0,1
4,224,2010.0,10,5750.0,120.0,1,2.0,2
4,224,2007.0,10,4800.0,100.0,2,2.0,2
37,629,2015.0,10,12500.0,25.0,2,2.0,4
11,407,2000.0,10,4000.0,214.0,2,2.0,2
14,446,2018.0,10,35500.0,6.0,2,3.0,1
1,2,1993.0,10,4600.0,260.0,1,3.0,1
0,478,2015.0,10,14800.0,104.0,2,2.0,1
37,629,2015.0,10,12999.0,30.0,2,2.0,1
2,139,2008.0,10,10800.0,213.0,0,2.0,1
20,149,2018.0,10,23800.0,11.0,2,2.0,1
7,545,2011.0,10,5650.0,117.0,0,2.0,2
8,531,2006.0,10,3400.0,143.0,2,2.0,2
21,30,1991.30141207372,10,4000.0,380.0,1,2.0,2
25,615,2001.0,10,5600.0,390.0,1,3.0,1
39,50,1993.0,10,2499.0,88.0,1,2.0,2
19,450,2014.0,10,35500.0,47.0,2,4.0,1
37,629,2015.0,10,25950.0,109.0,0,2.0,1
23,528,2008.0,10,7300.0,152.0,2,2.0,2
36,223,2009.0,10,9950.0,174.0,2,2.0,2
14,363,2012.0,10,10100.0,85.0,2,2.0,1
37,629,2017.0,10,16100.0,11.0,2,2.0,4
20,149,2008.0,10,8900.0,195.0,1,2.0,1
37,629,2013.0,10,13999.0,131.0,0,2.0,1
12,295,2013.0,10,3900.0,100.0,1,2.0,2
2,144,2000.0,10,6500.0,329.0,0,3.0,2
9,222,2008.0,10,8700.0,55.0,2,2.0,2
37,629,2008.0,10,8800.0,135.0,2,2.0,1
23,528,2010.0,10,8800.0,139.0,2,2.0,1
36,267,2014.0,10,15200.0,78.0,0,2.0,1
2,145,2016.0,10,27400.0,73.0,2,3.0,1
21,351,2014.0,10,22999.0,110.0,0,2.0,4
13,191,2004.0,10,7600.0,237.0,1,2.0,4
11,420,2009.0,10,7600.0,200.0,2,2.0,1
26,217,2013.0,10,14000.0,148.0,2,2.0,1
13,293,2011.0,10,10500.0,155.0,2,2.0,1
37,629,2016.0,10,16500.0,81.0,2,2.0,1
37,629,2015.0,10,18444.0,184.0,0,2.0,2
14,754,2015.0,10,12900.0,78.0,2,2.0,1
19,546,2011.0,10,21900.0,139.0,2,4.8807182072852875,1
13,293,2004.0,10,5600.0,205.0,2,2.0,2
21,703,2012.0,10,26999.0,140.0,2,4.8807182072852875,1
36,267,2016.0,10,16000.0,53.0,2,2.0,1
40,414,2016.0,10,7200.0,2.0,2,2.0,2
37,629,2015.0,10,12900.0,158.0,2,2.0,1
36,223,2007.0,10,7000.0,215.0,2,2.0,2
31,773,2015.0,10,18500.0,86.0,2,2.0,1
36,267,2011.0,10,19000.0,179.0,2,4.0,1
24,200,2011.0,10,7100.0,190.0,2,2.0,2
1,183,2015.0,10,22900.0,11.0,0,2.0,1
1,186,2005.0,10,9300.0,280.0,0,3.0,4
21,351,2006.0,10,9200.0,175.0,1,3.0,1
37,495,2017.0,10,10500.0,45.0,2,1.0,1
37,495,2014.0,10,9300.0,165.0,0,2.0,2
2,146,2018.0,10,49750.707824963494,46.0,2,3.0,1
37,629,2008.0,10,8250.0,160.0,0,2.0,1
8,733,2007.0,10,2650.0,117.0,2,1.0,2
26,875,2015.0,10,27700.0,140.0,0,2.0,1
2,141,2002.0,10,6499.0,290.0,0,2.0,4
36,315,2018.0,10,19147.0,27.0,2,2.0,2
37,629,2015.0,10,14100.0,54.0,2,2.0,4
21,703,2001.0,10,6999.0,320.0,0,4.0,1
36,267,2017.0,10,23000.0,47.0,1,2.0,1
21,304,2015.0,10,43500.0,96.0,0,2.0,1
36,223,2008.0,10,6950.0,224.0,0,2.0,2
21,703,2008.0,10,17900.0,156.0,1,4.0,1
2,160,2014.0,10,36000.0,127.0,0,3.0,1
24,200,2010.0,10,6800.0,210.0,1,2.0,2
0,808,2015.0,10,15333.0,118.0,2,2.0,1
8,733,2006.0,10,3850.0,89.0,2,1.0,2
36,267,2016.0,10,22999.0,53.0,2,2.0,1
17,560,2006.0,10,6400.0,105.0,1,2.0,2
2,144,2004.0,10,10900.0,224.0,0,3.0,1
4,330,2016.0,10,11200.0,40.0,2,1.0,1
8,604,2011.0,10,3800.0,250.0,2,2.0,2
21,351,2010.0,10,22600.0,134.0,2,4.0,1
8,531,2009.0,10,5300.0,15.0,0,2.0,3
25,484,2011.0,10,11900.0,167.0,0,2.0,1
37,239,2002.0,10,5400.0,181.0,2,2.0,2
31,773,2014.0,10,12100.0,134.0,0,2.0,2
8,531,2007.0,10,3900.0,109.0,1,2.0,2
14,754,2016.0,10,14000.0,100.0,2,2.0,4
2,162,2001.0,10,7700.0,280.0,0,4.0,4
15,655,2017.0,10,25900.0,45.0,2,3.0,1
39,51,2007.0,10,3250.0,232.0,0,2.0,2
5,32,2015.0,10,15999.0,130.0,2,4.0,1
1,184,2011.0,10,11999.0,154.0,2,2.0,1
36,267,2019.0,10,31700.0,31.0,2,2.0,1
23,528,2008.0,10,8600.0,100.0,0,2.0,1
36,267,2018.0,10,22222.0,12.0,0,2.0,1
11,586,2008.0,10,8250.0,194.0,0,2.0,1
2,140,1998.0,10,5400.0,350.0,1,2.0,2
37,629,2017.0,10,16999.0,36.0,2,2.0,1
37,495,2012.0,10,9999.0,103.0,2,2.0,2
5,32,2016.0,10,11600.0,60.0,2,2.0,1
35,582,2017.0,10,49750.707824963494,35.0,0,2.0,1
21,351,2014.0,10,27900.0,235.0,0,2.0,1
23,528,2007.0,10,7500.0,170.0,1,2.0,3
8,531,2008.0,10,2700.0,193.0,1,2.0,2
36,315,2010.0,10,8500.0,138.0,2,1.0,2
20,149,2017.0,10,16900.0,41.0,2,2.0,1
37,629,2016.0,10,22490.0,73.0,0,2.0,1
26,696,2000.0,10,4200.0,218.0,2,2.0,2
37,495,2014.0,10,8999.0,177.0,2,2.0,1
2,144,2003.0,10,9800.0,268.0,0,3.0,1
25,484,2009.0,10,9900.0,187.0,0,2.0,1
37,629,2017.0,10,15900.0,37.0,2,2.0,1
20,149,2007.0,10,6499.0,141.0,1,2.0,1
36,267,2008.0,10,11200.0,163.0,1,2.0,1
37,629,2015.0,10,13444.0,74.0,0,2.0,1
14,754,2014.0,10,12600.0,167.0,0,2.0,1
29,572,1998.0,10,3100.0,273.0,1,2.0,2
2,165,2013.0,10,28800.0,130.0,0,2.0,1
14,754,2015.0,10,10500.0,112.0,2,2.0,1
21,351,2007.0,10,14500.0,167.0,1,4.8807182072852875,1
21,351,2006.0,10,12499.0,345.0,0,3.0,1
2,145,2010.0,10,15700.0,140.0,2,3.0,1
5,32,2013.0,10,9600.0,118.0,2,4.0,1
37,629,2014.0,10,13500.0,130.0,2,2.0,1
21,351,2011.0,10,18999.0,137.0,0,2.0,4
23,528,2007.0,10,7300.0,82.0,2,2.0,2
17,283,2007.0,10,5950.0,119.0,0,2.0,2
37,495,2012.0,10,10500.0,89.0,2,2.0,1
11,407,2016.0,10,11400.0,30.0,2,2.0,1
11,420,2017.0,10,16999.0,50.0,0,2.0,1
37,629,2009.0,10,10999.0,230.0,0,2.0,1
37,629,2016.0,10,24900.0,206.0,0,2.0,1
2,145,2013.0,10,21500.0,108.0,2,3.0,1
36,267,2009.0,10,10800.0,176.0,1,2.0,2
36,267,2016.0,10,23500.0,48.0,1,2.0,1
27,120,2005.0,10,5200.0,320.0,2,2.0,2
1,186,2016.0,10,39996.0,91.0,0,3.0,4
31,613,2014.0,10,11500.0,72.0,2,1.0,2
2,99,1995.0,10,4300.0,254.0,1,2.0,2
36,315,2010.0,10,9100.0,188.0,0,1.0,2
20,85,2015.0,10,12900.0,90.0,2,2.0,1
11,407,2013.0,10,8200.0,110.0,2,2.0,1
27,121,2014.0,10,12000.0,137.0,0,2.0,2
17,283,2013.0,10,12300.0,64.0,1,2.0,2
21,351,2006.0,10,9499.0,242.0,0,3.0,1
8,531,2013.0,10,4400.0,120.0,2,2.0,2
31,773,2005.0,10,6700.0,290.0,2,2.0,1
37,629,2012.0,10,12700.0,76.0,2,2.0,1
36,267,2017.0,10,23800.0,15.0,2,2.0,1
19,546,2007.0,10,17299.0,199.0,2,4.8807182072852875,1
19,450,2008.0,10,12000.0,137.0,2,4.0,1
21,351,2006.0,10,9800.0,303.0,0,3.0,1
0,808,2015.0,10,18400.0,125.0,2,2.0,1
14,754,2016.0,10,17500.0,29.0,0,2.0,1
36,267,2007.0,10,11200.0,153.0,1,2.0,1
8,531,2007.0,10,2699.0,200.0,1,2.0,2
17,690,2012.0,10,9999.0,100.0,2,2.0,1
21,351,2011.0,10,19999.0,158.0,2,4.0,1
36,267,2013.0,10,17000.0,84.0,2,2.0,1
14,754,2010.0,10,11900.0,190.0,2,2.0,1
37,495,2014.0,10,11850.0,106.0,2,2.0,1
36,267,2018.0,10,23500.0,34.0,2,2.0,1
37,495,2015.0,10,11999.0,77.0,2,2.0,1
1,183,2013.0,10,17500.0,99.0,2,1.0,1
29,404,2014.0,10,9700.0,158.0,0,2.0,2
20,149,2003.0,10,5200.0,337.0,2,2.0,2
21,351,1995.0,10,3900.0,400.0,0,3.0,2
37,629,2013.0,10,12900.0,85.0,2,2.0,1
21,86,1992.0,10,4200.0,400.0,1,3.0,1
21,703,1996.0,10,6500.0,296.0,1,4.8807182072852875,1
36,267,2015.0,10,18999.0,90.0,1,2.0,1
15,655,2018.0,10,25600.0,19.0,2,3.0,1
1,186,2002.0,10,4799.0,236.0,1,2.0,1
23,528,2006.0,10,5850.0,148.0,2,2.0,2
21,351,2007.0,10,13200.0,227.0,0,2.0,1
37,629,2014.0,10,12500.0,147.0,2,2.0,1
14,363,2018.0,10,16800.0,21.0,2,2.0,1
13,191,2013.0,10,16750.0,47.0,2,2.0,1
4,224,2007.0,10,5450.0,114.0,2,2.0,2
40,531,2014.0,10,5550.0,39.0,0,2.0,2
36,267,2012.0,10,17000.0,114.0,1,2.0,1
4,562,2014.0,10,14000.0,95.0,2,3.0,1
36,315,2016.0,10,17600.0,35.0,2,2.0,1
37,629,2015.0,10,13400.0,64.0,2,2.0,1
20,149,2010.0,10,9800.0,168.0,0,2.0,2
37,629,2013.0,10,11999.0,85.0,2,2.0,1
30,314,2008.0,10,7000.0,160.0,1,2.0,2
6,248,2017.0,10,10500.0,24.0,2,1.0,2
17,283,2008.0,10,6300.0,118.0,1,2.0,2
37,629,2012.0,10,10800.0,173.0,2,2.0,4
17,618,2013.0,10,13800.0,46.0,2,2.0,1
37,280,2012.0,10,13500.0,153.0,2,2.0,1
8,531,2005.0,10,3000.0,235.0,1,2.0,2
17,560,2009.0,10,7600.0,190.0,0,2.0,2
26,434,2015.0,10,42000.0,40.0,2,3.0,1
39,46,1991.30141207372,10,1700.0,9999.0,1,1.0,2
36,267,2007.0,10,10600.0,240.0,1,4.0,1
36,221,2015.0,10,21500.0,66.0,0,2.0,1
25,839,2003.0,10,5499.0,310.0,1,2.0,4
8,531,2007.0,10,3899.0,149.0,2,2.0,2
36,267,2010.0,10,11900.0,131.0,1,2.0,1
37,629,2013.0,10,12300.0,130.0,2,2.0,1
1,184,2017.0,10,29900.0,82.0,0,2.0,1
33,480,2003.0,10,4300.0,235.0,0,2.0,1
37,638,2012.0,10,7800.0,110.0,0,2.0,2
1,167,1992.0,10,3450.0,350.0,2,2.0,3
4,224,2007.0,10,5300.0,118.0,1,2.0,1
10,626,2011.0,10,4999.0,166.0,0,1.0,2
14,754,2016.0,10,13800.0,84.0,2,2.0,1
1,186,2005.0,10,8650.0,320.0,0,3.0,1
11,420,2016.0,10,17500.0,43.0,2,2.0,1
37,629,2018.0,10,19300.0,43.0,2,2.0,1
23,528,2008.0,10,5700.0,240.0,1,2.0,2
12,591,2008.0,10,2400.0,157.0,2,2.0,2
17,618,2012.0,10,11500.0,100.0,2,2.0,1
25,484,2014.0,10,13999.0,160.0,0,2.0,2
4,330,2011.0,10,8500.0,126.0,0,2.0,2
31,773,2018.0,10,22500.0,68.0,2,2.0,2
14,190,2008.0,10,6200.0,130.0,0,2.0,2
31,773,2014.0,10,12100.0,199.0,0,2.0,2
14,363,1996.0,10,3000.0,4.0,1,2.0,2
37,239,2003.0,10,5400.0,195.0,2,2.0,2
14,190,2011.0,10,7400.0,138.0,1,1.0,2
27,151,2007.0,10,9385.0,292.0,0,2.0,2
20,152,1996.0,10,3400.0,300.0,1,2.0,2
13,293,2007.0,10,6600.0,143.0,2,2.0,1
23,528,2008.0,10,6700.0,245.0,2,2.0,2
1,184,2018.0,10,31300.0,2.0,2,2.0,1
39,50,2005.0,10,2412.0,153.0,2,2.0,2
37,629,2008.0,10,7999.0,125.0,2,2.0,1
37,629,1992.0,10,1600.0,1.0,2,2.0,2
2,165,2006.0,10,8800.0,164.0,0,2.0,1
11,420,2015.0,10,13500.0,55.0,2,2.0,1
1,187,2014.0,10,28900.0,92.0,2,3.0,1
4,562,2016.0,10,17800.0,65.0,0,2.0,4
4,330,2016.0,10,10200.0,38.0,2,1.0,1
39,65,2012.0,10,5600.0,70.0,2,2.0,2
19,488,2008.0,10,11500.0,100.0,2,2.0,1
33,536,2008.0,10,8700.0,76.0,2,2.0,1
